,revenue
406761,12371132
13455,45465299
451925,0
345,162091208
13821,0
49047,723192705
19173,0
542917,0
435577,0
18269,0
1124,109676311
22832,60462347
44731,8654110
18198,0
417870,140376621
585083,0
380764,0
415842,66167951
46429,0
9711,0
500919,0
623195,0
16523,100086793
466361,0
129743,0
308529,0
415,238207122
749565,0
610704,0
301365,3377430
8909,341432090
602223,0
401917,0
18501,40828540
27022,215283742
420622,1584759
1992,0
524,116112375
46529,149878437
11423,26000000
334074,0
10214,0
175112,20300000
27850,0
12903,0
372758,0
480881,7233471
716419,0
861,261317921
420814,99138899
1585,9644124
548473,0
543583,0
22705,0
433310,0
321258,64188367
41965,241278
438631,0
22620,0
538225,0
632322,0
15512,381509870
10693,87404651
1267,169332978
410554,0
21705,0
9473,78608288
553301,0
2112,161626121
4523,340487652
746287,0
389,1000000
1246,155721132
51739,145570827
77,39723096
456154,0
2567,213719942
4032,59489799
612152,0
1933,209947037
586592,57998
77950,282570682
13283,0
472553,0
350640,0
395,177427090
38745,237382724
287903,61788393
77805,1585582
37786,288347692
601,792965326
228205,63013281
238713,235666219
423,120072577
1729,127906624
535581,12104595
44667,0
142,178043761
517412,79603
2019,74189677
11361,11642254
194,173921954
9739,159055768
227719,32248241
1375,119946358
3594,77566815
745174,0
9335,89083229
430474,0
339530,0
16237,0
745604,0
602545,2514679
4970,141591324
17979,325286646
290098,37767206
14254,41624046
497814,49078000
59440,23057115
3597,125586134
1367,85182160
467980,0
5876,57096190
339259,4412639
37834,261930431
279254,0
289720,5148503
571265,0
11178,0
752149,0
446807,35164920
351964,0
711017,0
591278,0
8077,159773545
10307,50041732
2978,215394738
23566,0
257211,194564672
419743,0
528888,0
369299,0
16221,0
23446,0
24420,101344412
9539,1100000
43641,0
627725,0
8960,629443428
14128,0
743299,0
13151,0
64635,198802074
9340,61503218
36955,378882411
8645,163403799
58233,160078586
72710,63327201
2756,90000098
390281,0
673118,0
668800,0
46441,0
596054,0
17111,0
545742,0
340442,0
585530,0
10495,38956288
433808,1785977
10294,35300645
515248,0
408220,0
256961,107597242
505954,36220872
484247,97644617
747,30332385
449574,0
83542,130482868
717042,0
38408,105610124
7518,343397247
116711,268426634
484468,0
7840,266000000
9348,113374103
11283,123276807
328387,85241496
65291,0
340945,0
8769,21200000
4108,43928932
412519,0
25475,0
11253,160388063
9316,20112926
355506,0
746286,0
703145,0
1487,99318987
353616,184724494
746282,0
8810,24600832
168903,0
419680,180613180
13510,3984669
584427,0
158011,68572378
242,136766062
18360,413106170
381284,230698791
1535,143049560
624956,0
452773,34156960
526007,0
474335,17665000
9100,24769466
321528,0
9714,79082515
390845,0
4922,333932083
284276,2360281
11459,86369815
392044,351839303
245917,0
11824,33086611
1391,33616692
494407,23740788
732033,0
1537,94935764
167032,0
6795,64321501
504608,167323950
533444,1740683
511322,33856058
64686,150962475
86834,362637473
541568,0
13640,0
287424,187112
492336,0
141,6979093
27812,0
22803,126690726
73,23875127
207933,0
387426,0
15167,0
42941,0
116149,259207227
947,69995385
927,153083102
33196,71641901
13885,152000000
15859,0
4858,15071514
609,122200000
668195,0
377670,0
1572,366101666
408266,6901965
475132,0
11442,37664855
118365,0
658751,0
324542,32540674
513576,0
3093,38629478
16140,50710400
423988,0
30497,30859000
10999,57500000
710,352194034
83899,14347000
463116,0
10529,7033683
389015,53939297
2140,64437847
746605,0
13515,72436439
581859,0
41436,177512032
4982,266465037
1648,40485039
38594,0
484862,0
10515,0
453831,0
313369,446486224
594718,0
9654,176070171
42360,0
395834,44998252
317960,0
739214,0
59859,60700000
749581,0
249164,78874843
9032,234801895
671909,0
535437,0
461053,0
613183,0
853,96976270
510,108981275
14574,20416563
12707,14717854
646,59600000
375107,0
209964,0
7220,54700105
9793,0
19898,20645327
265147,0
1372,170877916
399174,64241499
608491,0
196867,133821816
522887,0
9871,0
251519,0
403119,44235023
241239,12007070
787,478207520
225832,0
1954,96060858
9631,44547681
424998,0
142061,0
301337,55003890
38322,83615414
68724,286140700
134597,6842058
672761,0
459159,0
15370,522911
10588,133818283
10201,223241637
79,177394432
60308,110206216
660609,0
75735,0
888,341631208
507712,0
564145,0
492719,0
460846,0
309886,6903033
187257,0
9476,117487473
77877,99357138
741074,0
20943,321682600
606679,0
530076,0
369885,119520023
6282,113916474
512343,0
10010,0
608,441818803
13459,4496912
8467,247275374
388045,0
402,352927224
51620,0
616558,0
532327,0
563,121214377
439058,0
370567,87625666
635237,0
1892,572700000
331061,0
149509,0
11886,32056467
468224,8654322
432985,0
399796,61700416
401371,0
10200,233093859
340666,29252978
454699,26441892
241554,71561644
335796,81705746
119283,46216641
8204,162839667
11451,66002004
9016,109578115
326,62022014
10028,62646763
15999,0
9741,248118121
695176,0
786,47383689
768,74558115
361743,0
20558,0
9837,218613188
574894,0
8835,141774679
550134,0
437291,0
47327,28931401
76493,179379533
744174,0
19901,51416464
587272,15894372
18126,155545279
539181,302380
203696,0
82693,236412453
879,300854823
11428,30524763
536841,0
1495,211643158
1586,92913171
554581,0
10552,0
296099,104384188
335,5321508
518978,0
792,138530565
856,329803958
9313,182968902
534259,0
9444,139804348
9325,205843612
146233,122126687
433128,0
595148,0
506863,2137751
36643,361832400
11360,1600000
44040,33583175
13649,7000000
10340,93933394
11631,609841637
72387,40346186
8982,27165581
34584,20158808
617768,1138962
271969,94061311
115348,13785015
13655,0
539073,0
453755,0
406052,0
595867,0
205775,93920758
457799,0
11045,71255003
360789,0
472674,0
23631,44093316
397415,4526
666751,0
275,60611975
44683,0
580632,0
611634,0
225574,222809600
40713,44038000
26338,1314053
9678,0
8975,22165608
440762,1011305
319075,0
16119,0
252,4000000
712110,0
68728,491868548
5653,29413900
62213,245527149
266647,128388320
44730,7232965
1280,0
609175,0
546630,0
259694,112343513
4234,161834276
418078,19280931
334298,0
156717,0
76025,3909002
46169,0
298,311312624
74,591739379
587496,2993175
11007,190212113
48138,130786397
438695,0
16577,19551067
256765,0
1948,42931041
454650,0
10045,9584131
217,786636033
640696,0
65759,150406466
9383,190213455
6977,171627166
1995,274703340
653744,0
350499,0
106747,15008161
426,28000000
645488,0
452006,0
401600,0
452438,0
64682,351040419
13004,0
122857,1402307
583268,0
485942,0
714375,0
216282,160602194
36669,431971116
66105,0
573227,0
65754,232617430
354279,8751856
120467,174600318
29427,54956140
361380,0
65086,127730736
675353,0
395992,100541806
11528,32416586
8536,190458706
394830,6554322
25565,0
12207,11555430
119569,0
644,235926552
71880,149673788
10891,0
1576,102984862
316873,43000000
274870,303144152
575100,7478544
501395,0
619,411006740
207,235860116
9399,24271196
45752,0
11212,16671505
1949,84785914
333371,108286421
869,362211740
335462,80000000
751391,0
49524,61648500
10159,80916492
152601,47351251
321487,0
450932,52036
341012,9496130
559401,0
841,30925690
116776,0
399404,150847207
388399,50548152
284995,0
627,16491080
41733,211780824
581,424208848
37958,226904017
1813,152944660
345920,88528280
79707,0
10637,136706683
114150,115400000
12122,0
472744,0
300665,0
9594,30102717
532880,0
409122,0
5336,22017
296524,121790373
10007,18564467
500904,0
589972,0
166076,2915767
7278,84646831
449503,0
6023,156835339
60747,44806783
589612,0
44865,64076736
48231,27462041
7443,224834564
508101,0
249660,29789000
2666,27200316
9030,56309766
689242,0
334376,101203
9603,56631572
9769,1060056
1593,574480841
602562,0
323660,0
474764,2679585
15212,0
9354,222724172
728209,0
462919,0
31867,18409891
347111,0
539517,0
401043,0
246464,0
9480,179179718
5549,45681173
331781,8413144
110552,3302463
514547,0
38321,78309131
13688,47301471
37735,74952305
483202,0
413736,0
171274,14710975
75174,77278331
571384,0
28355,29000000
345911,148868835
1493,212000000
489929,0
80280,11019975
8656,349464664
300803,0
504172,174804407
37686,260095986
460316,0
343795,4842699
2486,249288105
9600,173959438
663360,0
376867,65046687
34480,7048886
295151,0
228967,12342632
77499,0
466190,0
23629,89792502
540871,0
423108,0
310593,2000000
12279,197011982
630,33754967
523536,0
13830,0
35019,123276807
455551,1319566
29826,0
548,96568
392681,0
515741,230193
345922,41087017
16052,60000000
84228,0
393624,0
182026,0
157544,1784763
3021,132963417
582206,7201952
8488,368100420
77951,126546518
9423,30
805,33395426
871,33395426
4513,75505973
647,0
533592,0
210860,30418560
44826,185770160
50357,25562924
728144,0
505707,0
196254,0
938,15000000
1268,229736344
314,82102379
180147,0
41402,24145613
625248,0
37710,278731369
10431,40452643
34297,0
37056,82148538
18405,32721635
15092,34560577
576040,0
48171,96047633
14411,80767884
309425,0
266856,123726688
517327,0
11618,91188905
9029,170000000
97370,5380251
9353,99255460
766,21502976
630211,0
752254,0
13179,0
11397,66468332
280002,1169603
6171,75700000
4638,80573774
9760,86865564
529982,0
33217,76196538
12403,22852638
445993,0
329440,37608299
431075,0
443297,0
265195,27007072
224141,212902372
653567,0
256040,90747520
57212,177584879
449992,0
8741,98126565
323675,124827316
9614,41000000
839,0
421658,0
280996,29355203
416494,0
404733,7793
76203,187000000
9273,212385533
653569,0
820,205405498
128883,0
4442,105316267
10069,27105095
455839,0
449684,0
702770,0
42684,66984887
251,505000000
483983,0
9341,74208267
9482,113493481
746135,0
563710,0
714,333011068
277834,690860472
493488,0
10796,72700000
2300,250200000
788,441286195
10494,112536
733156,0
309809,97571250
9602,288752301
22971,114977104
241843,581011
243914,0
9522,285176741
24831,16000000
698929,0
602198,0
470044,34934009
39486,60251371
553608,0
51481,0
50014,216639112
615453,686067000
751254,0
433,102272727
206487,4824499
11621,0
496,261572744
619090,158443
10096,96455697
1624,302710615
2135,123729176
513409,0
570352,0
13190,0
552858,0
185341,4915757
9616,11560806
467433,2587072
1656,142400065
557972,0
393519,4100000
447163,0
80278,198087212
449755,0
589533,0
51052,0
111969,81071
554753,0
64246,0
8984,214015089
487558,48686605
329,920100000
561859,0
257091,111811453
598577,0
502167,0
513268,0
49520,75450437
28510,875386
10493,7825000
535356,0
291867,0
4141,26820641
492253,0
290637,2160298
57876,7556
426563,40462793
8814,58072119
10590,114660784
2034,104876233
187,158733820
9696,0
359940,160192031
677430,0
50321,38992758
411728,0
560144,0
1931,75511123
755,25836616
504599,0
19404,100000000
14306,242717113
87,333000000
446829,0
177888,0
16234,0
497984,0
470639,0
9486,160583018
99,67872296
2662,17949758
27,1574623
589681,0
214314,0
10022,198636868
460059,0
453,313542341
417644,26800152
668,81974493
607259,0
527280,0
527528,0
470114,5805201
80035,68267862
201,67312826
661095,0
325189,0
239571,35926213
16962,0
57201,89289910
10292,0
235271,0
10577,47053625
339380,38673750
396263,2238600
339404,0
45781,0
18374,0
9021,172842355
371608,31039126
397422,45056771
575265,0
506072,0
13700,103951461
520765,520191
629,23341568
525696,0
564638,0
26736,0
40171,0
11052,29170410
510298,592565
51540,209838559
340837,26559557
605804,3758846
10137,300135367
1452,391081192
448095,0
560391,7547254
1977,38610009
437620,0
544415,0
10131,72500000
698940,0
11411,19300000
551824,0
496967,0
46738,0
433627,9196740
653723,0
353070,84618541
38057,0
10327,124914842
44725,13107237
464502,34764055
2698,173000000
332169,0
34583,0
437626,0
467342,0
425972,56385
698102,483684
17097,0
333667,9420546
588001,0
523139,0
12180,68282844
926,90683916
513083,0
74018,0
10160,22168359
8689,0
416234,25091816
168098,1133031
10756,182290266
390051,261465
575264,0
400710,45158254
681195,0
82881,0
180,358372926
393003,0
37799,224920315
293768,30718107
595149,0
42968,0
3050,294456605
276907,42972994
96724,68929150
670,14980005
571123,0
652754,0
440597,14301505
263341,0
8065,69823199
45612,147332697
9982,314432665
450806,0
355547,0
2636,170362582
11322,214104620
77459,0
595875,0
609734,0
527675,0
39324,0
664423,0
10361,0
658,124881062
327331,0
277547,1323415
254904,32556119
429733,0
336004,4100000
505642,0
7326,231411584
72559,371876278
299245,42664410
81142,0
865,38122105
749712,0
288158,48854305
9279,129832389
585894,0
580175,0
71668,8493728
492,22863596
10366,10667893
368940,40075446
697039,0
414190,0
501907,67760877
17431,9760104
2405,0
427900,27020284
829,30000000
25195,29922472
727745,0
46261,36993168
340677,0
94329,4105187
307663,0
1636,90383208
383785,254212245
399248,7258534
396371,59284015
274167,242786137
425336,17535962
9477,203567857
52449,216197492
7549,68072848
9823,51376861
50393,0
644479,0
402529,44922302
20662,310669540
599,5000000
278698,0
479040,0
514894,0
9342,250288523
25237,168817
806,119188334
436274,0
9679,237202299
9693,70595464
530442,0
582913,0
161143,0
41216,140073390
300681,8100000
39228,0
1266,65569869
455957,0
242224,10312540
14405,149281606
257346,0
233063,0
448779,0
286565,85512300
454992,33562069
83201,0
1904,162242962
208134,151831537
412988,27506452
458423,395044706
19899,171844840
544524,0
291276,0
4327,264105545
8202,53321673
631883,0
80389,0
40264,80547866
18011,0
11358,57223890
502166,0
456048,17544173
610253,0
44244,0
9659,8771757
9070,66000000
180299,6566916
150028,0
554133,0
284427,0
460790,0
2330,268254
658241,0
627133,0
9457,11203026
1637,350448145
447193,0
458578,0
239,25000000
17898,0
270774,58500000
360249,0
376134,0
324558,0
277685,62882090
45772,189712432
228973,0
35558,0
399019,27397655
109410,95020213
230222,44095996
580600,0
409582,7910928
3638,92601050
10634,28215918
449459,0
655426,0
453395,0
264644,35401758
244761,1075178
2164,196567262
576071,0
359628,0
20048,108332743
944,285444603
236751,101332962
114478,0
11230,0
536743,46597100
227783,122529966
395458,5775178
368031,2400000
421471,327231
492414,0
9880,165335153
30675,7000000
425194,0
82990,142817992
26466,1594955
437193,0
11134,20483423
429300,4230000
9387,79114085
567,36764313
639250,0
294963,0
245473,0
440941,0
22947,163670000
2270,135560026
11231,15826984
10923,58795814
109080,0
739123,0
551332,232638
609181,0
589976,9796520
11096,122650962
176241,0
529981,0
415749,0
76544,2054941
7347,14759148
461928,0
239459,0
17165,0
45162,0
592128,0
365942,14793385
653735,0
375262,82124805
37165,264118201
34560,0
16418,0
6404,0
257932,0
34295,0
107,83557872
1534,30822861
6637,459242249
137,70906973
531438,0
427564,0
80274,125537191
536506,0
248509,0
9592,0
1738,76066841
258193,0
7551,180557550
257785,3425664
9495,94000000
504582,0
4944,163720069
594,219417255
463906,0
477508,0
181886,3396726
3512,104324083
399173,0
340270,0
1700,61276872
615667,0
11565,138259062
623627,0
462104,0
297676,0
324670,0
11619,178120010
567608,0
318846,133346506
302666,0
23169,56032889
13417,0
626751,0
335778,46069568
166666,6677474
459202,48333932
195589,270665134
25602,194243
5550,10696210
78383,10000000
6978,11000000
387836,0
583209,0
331583,0
492190,0
1966,167298192
22537,0
645691,77942
316152,25035950
13980,0
384798,0
10829,0
1669,200512643
12212,38574362
9877,72527595
613090,368430
527729,45631901
146301,78096553
9257,116643346
12699,0
306964,416792
431742,0
39057,50673078
220845,0
384677,0
418879,0
10679,10109659
9767,205668210
82633,53676580
168530,153997819
9009,25473093
527261,2325977
518755,0
290250,62788218
463053,0
418437,17768012
576917,0
349158,0
9405,0
59961,208076205
11130,95149435
20441,0
2057,35402320
412105,0
407375,0
695476,0
400579,15636462
32916,0
376865,2133033
146198,12639297
212162,12947880
10866,36642838
57089,13521829
14362,39673161
226857,34077920
14756,21888598
433498,0
13654,0
1581,194168700
10060,46442528
548066,0
10228,163644662
8009,5900000
258230,47309313
9569,47410000
13205,0
377264,8810591
474354,0
393135,0
533,192610372
417760,0
135354,0
355111,0
261392,27139524
235260,67800064
568467,0
507076,0
569547,0
487083,0
1281,251212670
238215,0
34813,23580000
159117,21833
750613,0
401544,0
27581,170432927
14613,3800000
14609,6700000
68734,232324128
1587,10032765
14611,0
25188,29133000
9461,0
168705,2405420
14011,5231128
434203,0
170687,108255770
157547,44459951
83090,0
298312,98450062
294652,0
30431,0
78049,0
83091,0
10830,33459416
565310,22110994
13648,0
10521,114663461
152747,6108720
241848,2367161
526682,0
188222,49263404
14711,0
9947,56681566
16337,8025872
505192,0
2310,195735876
4614,193921372
80271,0
152,139000000
56903,0
13027,0
410199,0
557336,0
11529,180622424
218836,151165787
15472,109421911
518158,0
499726,0
2085,91036760
443463,0
203801,108145109
55,20908467
401609,0
692250,0
79218,0
498743,0
25018,5765562
9513,141702264
451156,0
429197,76073488
426284,150532
5176,70016220
566222,0
49049,41037742
7446,195702811
8457,0
17578,371940071
1635,162949164
117,76270454
703703,0
343674,0
11675,55041738
517909,0
332356,0
639609,0
9078,22182353
13078,44852
655977,0
503619,0
2118,126216940
17792,0
286548,0
430447,0
308266,86234523
262543,0
10715,68514844
9489,250821495
461054,0
9885,27762648
19543,0
17681,0
334533,5879736
9593,137298489
70435,33372606
347688,0
3981,374111707
2024,215294342
9471,259175788
2018,94728529
315064,0
603320,0
205081,0
200,118000000
505914,0
153158,34061097
119698,0
638605,0
15,23217674
10054,147934180
176812,0
8195,70692101
446021,31882724
17445,0
686,171120329
484886,0
12690,20211394
11835,16974459
9276,40283321
881,243240178
399170,48453605
614409,0
24929,9205924
566367,0
437586,6897446
29426,0
10402,65535067
333623,21000000
1547,32222567
1694,2023414
8914,164648142
529862,7439448
10948,29800000
614205,0
4547,197079546
11845,0
71186,0
301804,3295624
239563,54837234
590529,0
138038,0
105965,0
1592,102616183
621,181813770
398175,0
47292,43300000
2671,8690429
327833,0
59115,0
38357,58785180
48988,86157237
8831,101646581
145135,25174316
10810,0
1991,30207393
361931,0
11069,0
382190,0
17532,4100000
33,159157447
137093,134402450
137094,135511030
446354,179769467
9103,57400547
579,187884007
97630,132820716
13342,27092880
2253,200276000
8859,73180723
492002,0
241254,0
15601,0
408567,0
1018,20117339
13767,84500122
568,355237933
37136,78756177
54318,103071443
11003,123306987
532893,0
75,101371017
455043,0
511785,0
6435,46683377
425909,0
1542,10827810
520576,0
20453,70000000
650,57504069
388,186003591
2023,108103450
928,41482207
1921,65754228
11133,40996665
707,152427960
336882,12975143
301748,45000
553646,0
8367,390493908
698,210308099
11636,0
45317,93617009
20760,0
439961,0
139567,4636169
16288,0
8916,171757863
2268,372234864
479957,0
794,60922980
426613,2019874
351962,0
17456,0
70,216763646
431,501818
332567,119100758
795,198685114
532647,0
360404,0
299963,0
45610,2527904
277355,358156
22683,0
151960,219788712
5966,178311729
224903,92100
7303,154906693
9619,178127760
400617,47756590
11797,24922237
10601,121975011
77866,96262212
351339,4600000
2251,119137784
8584,56932305
593059,0
12599,163649270
9336,81198894
79516,0
76487,101758490
14636,8642858
1911,61698899
436951,0
292177,0
10727,0
268690,6300000
382399,53447
271708,0
67900,0
539531,0
1265,137587063
242606,0
41283,23081726
627394,0
462115,151493
634,281929795
659943,0
463257,0
2288,115505027
660,141195658
499088,0
15003,0
5503,368875760
503902,0
517814,64978931
565716,0
483219,0
748638,0
10040,101393569
514619,29152618
120475,0
296098,165478348
9007,102854431
325348,14333790
57431,34942188
1701,224012234
69668,38502340
432383,0
9392,57051053
310119,0
9035,12834936
60405,0
489925,13539709
666397,0
754,245676146
13576,261200000
8224,96618699
10315,46471023
628450,0
338676,0
19458,0
664,494471524
688343,0
150202,0
9829,76286096
347754,0
512056,0
441701,0
372782,0
409421,0
144336,22126842
623520,0
87502,161772375
7350,175372502
390061,4372130
1498,201965915
537140,0
82695,441809770
2309,62803180
814,31973249
127867,0
390054,0
96826,0
178809,0
70074,9489829
750313,0
573683,0
329289,0
10027,50871113
79694,9627492
699,195312802
631583,0
580077,0
682,97572000
9922,17626234
13223,269958228
11699,10589102
576296,0
301056,0
738035,0
11216,11990401
251768,0
45269,414211549
5689,58853106
10833,0
446101,0
37211,0
195590,4811525
79443,0
81250,0
359790,16458
56288,85564310
40805,227817248
203833,76586316
87516,5186767
23742,55583804
9772,315156409
421313,0
13851,0
314095,8574339
354861,25601244
10628,0
62764,183018522
671577,0
423612,4831836
460557,0
9928,260696994
402200,0
565839,0
109491,60052138
52451,132274484
14435,102836002
50087,0
22855,0
115290,0
1649,0
1538,217764291
14624,3438735
338766,37589296
169209,3639345
561325,0
11013,9304609
376290,9101546
1251,68673228
88,213893795
258480,40272135
452832,14454622
284289,45895
302960,0
455656,0
502259,0
3563,187134117
65599,0
65650,5206
59962,156974557
454291,0
491633,0
297608,0
136400,131940411
397837,12141122
71677,0
62206,40547440
3602,0
330483,18730891
452015,0
390634,19790000
20504,157107755
11951,72266306
40041,0
604092,0
11637,97918663
267193,27979040
9092,0
797,0
298016,0
374617,35000
234004,8821329
12597,0
10802,20350754
297961,0
555850,0
1544,2455831
552161,0
451915,7649973
12142,10442808
9920,31070211
107985,46089287
375509,0
375366,0
437103,49380115
7345,77208711
14620,0
667,111584787
433694,0
34205,0
506596,0
351694,150000000
13333,0
7451,277448382
601169,0
96721,90247624
49527,46221189
770,402352579
83,54667954
31533,0
617784,0
537788,0
382517,0
618346,0
336560,0
95610,211952420
497727,2244848
84199,22836
8848,64822796
43959,47088990
33473,0
16866,104945765
710832,0
462550,0
11453,22400154
529962,0
30061,0
15121,286214286
9906,55181129
367326,0
201676,0
193610,196781193
442056,0
555249,0
14114,0
25961,42538454
16516,0
169219,0
603519,0
709,156167015
596053,0
528761,0
38167,204594016
36593,51132598
447365,0
10246,125728258
1103,50244700
377448,0
17134,17280326
13350,0
9397,98376292
171424,6833445
684420,0
68730,23737523
361292,6348889
2332,60726164
412520,0
289,10462500
441282,0
509733,3882729
81900,0
712246,0
11238,0
2133,325756637
8068,25405445
33645,0
152532,55736588
688303,300
9320,48585416
12508,16991902
426426,0
611291,24
618214,0
37645,0
1900,207515725
39514,71664962
510388,0
155084,13809
13477,43042835
2108,51525171
10897,67308282
45139,0
12139,117270765
255798,0
582927,0
10663,185991646
254473,68896829
227993,0
246,0
157386,6854611
346685,173185859
700,187500000
312526,0
376659,183936074
425148,38830219
121734,23000000
542928,0
454652,14273033
9268,242295562
529414,0
657,78898765
12100,77628265
620824,0
328589,41387687
9671,328203506
16290,117224271
750599,0
9530,87528173
431112,0
339692,0
474214,0
9716,0
227306,163442937
419700,0
8697,0
9462,27000000
433630,0
77016,48126384
11252,37141130
14863,0
264999,117813057
9531,75850624
50270,0
470229,0
691,185438673
112160,0
300168,121545703
98357,19701164
310135,67132
184314,0
364375,0
440161,13143056
14113,12506188
168672,251171807
615665,0
1398,0
2675,408247917
540158,0
318850,6490401
89492,88058786
575428,0
8007,91753202
10314,103166989
9955,0
415826,0
20,9726954
602147,0
103663,18309793
94365,16184
36218,334000000
77883,85446075
750597,0
372343,43203413
4474,60896147
587986,0
12162,49230772
12902,0
37707,0
59861,36160375
86828,6303792
464620,0
8290,0
544052,1892516
100241,76801179
89636,0
417047,0
943,321731527
91417,0
472921,0
1677,124731534
2064,182057016
632666,0
347629,9438370
48572,1104682
1359,34266564
8698,179265204
297708,0
616251,0
146229,0
76285,199850315
38117,43202283
380,354825435
565307,309776
192102,52597999
12133,128107642
48340,108609310
9560,50012507
750320,0
515042,21790193
670328,0
722282,0
184346,87937815
3049,107217396
10657,0
4244,69700000
604945,0
49797,0
372761,361950
24528,0
538604,0
369557,13624522
6950,189859560
750596,0
12149,17423030
18736,55534455
174772,0
76489,54819301
12589,80936232
729454,0
587429,0
9474,0
12095,0
5825,71319546
291356,53647
6312,70752904
525946,0
513736,0
673159,0
571117,0
15969,0
283378,0
7214,76669806
520900,11620337
517468,4873627
14248,30700000
527385,0
473019,1036737
9620,95427515
10934,58878723
450314,8431194
472424,0
393457,64414761
134366,0
11665,230685453
5123,66122026
445962,0
750601,0
750595,0
750605,0
750600,0
455842,0
11077,0
521935,0
9472,167722310
339396,0
227707,6399
575088,0
435601,0
9350,255000211
10351,15719109
44603,105197635
242310,0
10336,87840042
749039,0
181656,0
9610,31042035
10202,212874864
3573,22231658
544,369884651
267806,2756
261023,98837872
59860,39667665
9395,18869631
59436,151119219
11808,102367405
681,116019547
212168,0
1621,90404800
272692,0
10280,0
514995,0
207883,0
743439,0
11569,12534961
23023,112462508
421892,0
445077,0
11429,0
433251,0
979,792200
541099,0
38842,0
472838,0
3580,113020255
82650,77229695
446791,56996304
6972,211787511
10610,0
678580,0
329540,0
28609,0
302429,13603453
531509,0
564898,0
42188,9918093
14873,135680000
11542,19853892
429202,1330828
17692,87987055
293670,47098491
51248,0
2493,30861665
520318,0
1830,72617068
10189,101624843
2059,347512318
11645,11859533
50022,18850674
391698,12283800
79316,36433975
50388,0
661227,0
74465,120081841
942,227853986
155217,0
2383,138241022
522478,0
59108,152930623
653610,0
10204,72178895
10477,54744738
711705,0
416148,0
11024,181466833
491283,38981322
277597,0
60307,72526996
2800,88933562
9948,0
553002,0
9641,129181830
21385,0
13009,0
6519,110803676
43960,0
41592,18144030
20544,0
750616,0
750615,0
594025,0
796,76347426
10865,186053725
750607,0
750602,0
413052,0
68555,0
39451,310650585
459258,0
20455,16600000
383140,0
695848,0
316154,180851
2277,0
319,12281551
314365,98690254
2899,111127553
93837,0
9874,49042224
479,107196498
126337,0
458083,0
33542,32392047
448831,0
86331,0
39144,0
10157,55600000
42194,967000
16390,0
680382,0
49022,65090821
422641,0
11802,64762724
519010,28747837
12700,251495
645998,0
65057,177243185
9801,262500000
369552,0
508,244931766
523172,22384741
9490,17460020
26022,42345360
134411,42930462
13486,0
744964,0
399121,0
153509,0
19840,15345201
339060,0
461762,0
266294,105011053
279,51973029
17609,791867
9352,20796847
12610,13596911
644435,0
339158,0
6278,82150183
9355,36230219
8766,16675000
621191,5750000
544075,0
14410,43051547
537761,0
363676,240797623
10808,176104344
235,52287414
5375,97838349
594290,0
457136,37807625
306819,64191523
138697,0
1597,330444045
11082,18875011
919,0
381283,44516999
55993,0
35690,0
292280,26667197
407440,0
12405,377910544
12721,4662137
10025,38159905
689723,0
2280,151927281
402331,0
9798,250649836
4824,159330280
6069,63766510
378111,0
313922,3220371
11172,145896422
440777,0
399131,0
327418,0
413658,0
390062,0
451048,0
10719,173398518
884,0
146,213525736
473165,0
51880,0
529216,17325485
441130,0
736759,0
553512,20
2026,77944725
87826,73100172
587,123218424
275601,41325328
596161,0
28874,80768
467248,0
715235,0
556509,0
8193,46118097
17189,0
2022,171269535
574861,0
601470,0
104,7267585
620741,0
68817,63543328
14543,0
13378,0
10184,178866158
485415,0
586591,0
11806,57114049
13374,27645491
7520,171504781
38810,110197
414419,0
276624,0
257440,21256
10906,17092453
29993,11500000
152584,10165694
10957,21288692
50456,63782078
394723,0
72976,275293450
284536,39171130
429417,135095
11317,0
30018,17112713
13313,0
1777,119114517
7484,197309027
244566,88273
505026,0
11906,2884265
85373,0
137321,30800231
9056,113164
8487,222104681
475888,0
183662,0
13398,0
542968,0
2043,105178561
244,10000000
360055,0
967,60000000
9889,141069860
457962,0
79379,0
12090,101564935
576712,0
16235,12534817
7299,5359645
18937,38172500
241855,49970
70436,29657751
8976,42886719
252391,0
7453,104478416
586461,0
570292,0
321741,50363790
11026,78000586
288985,0
32293,0
13056,10089373
26389,52826594
2655,291420351
603651,0
225565,26049082
11667,99423521
9425,14567883
413440,0
109091,71009334
11829,2100000
441384,4554065
20829,61458982
9488,119723358
20533,10539000
28468,0
11820,0
253,161777836
340676,1305195
335791,30658387
10758,22179430
357397,0
2157,136159423
38157,0
15373,92380927
253626,316472
9957,0
16353,8936663
10991,68411275
840,303788635
296918,0
611837,0
289269,0
219572,81170000
10357,122823468
254320,15656193
347984,0
369196,0
867,116300000
4347,131016624
11979,45479110
2619,69821334
458302,0
421792,0
548754,0
10576,34725000
228805,0
134375,0
11878,0
514743,0
10222,14697005
580,51881013
239367,0
71689,0
872,7200000
175574,110000000
282984,27391084
10047,66976317
12819,50500000
549559,0
12140,9789651
209244,0
464882,0
515841,0
436969,0
77930,167221571
152760,154984035
14830,0
9963,84146832
4550,23803308
549422,0
9361,75505856
3175,20000000
431185,0
7461,151161491
471014,0
199153,0
24100,13555988
44982,3317662
10390,46112640
38199,0
272094,0
311667,0
10306,14144000
50698,0
975,0
347183,0
87818,32438988
537996,0
1696,19246174
83666,68263166
14444,100491683
354110,0
399366,11165901
205126,0
59981,18662027
3604,27107960
