,revenue
624,0
134371,0
50601,17479
748670,0
248504,0
15384,121059225
11457,0
111440,0
14325,9793496
12531,0
9541,36098382
109453,0
15067,0
14326,84375061
11971,22551000
11088,0
38961,11910695
26956,0
1675,17808
515911,4100000
317557,10367161
18093,0
11015,33956608
17204,0
11067,30626182
10653,0
517093,4944386
448916,0
54553,0
5769,37600000
1548,0
20343,0
114958,0
743202,0
209361,10900434
71862,0
468592,0
830,3250000
121879,6303709
70706,0
727618,0
432602,5398976
206296,0
39781,34705850
38155,0
28715,0
22201,11750000
748184,0
444706,0
16763,0
15907,0
278774,0
70577,0
400,529766
570193,0
360814,310000000
57585,0
11025,23400000
2786,0
603945,0
57656,0
365045,0
115223,0
81481,31500000
11537,0
976,0
17209,0
729779,0
590164,200046
16222,9902115
438446,0
499077,0
14033,4299141
14536,29010817
330127,0
14247,0
9779,39053061
558095,0
340601,0
3511,0
2163,50159144
1859,2279000
25438,6797218
254188,0
41602,11650
18238,0
15152,0
326094,469311
303483,0
132064,0
11086,37317558
59197,0
565719,0
81393,0
403642,0
10503,18130888
334532,0
211052,0
9789,6463286
401743,0
311666,0
1990,486021
745597,0
56014,0
11697,8000000
11443,24147179
1406,179033791
566221,0
18191,0
1408,10017322
5,4257354
370964,1776333
364982,0
45556,0
11306,17380126
30628,0
258086,5758519
48831,0
11566,63000000
401545,17997350
279641,23083334
13828,0
227700,1200000
15259,38682707
733740,0
114372,0
11562,18254702
10862,36779296
9417,0
631,0
411638,1813729
15143,18553948
585268,66293455
434616,0
378373,0
752592,0
420648,0
205048,0
10534,10300000
67911,0
26371,2438304
752649,0
339405,0
302828,0
567452,0
83727,0
58444,0
17911,0
12778,13145977
11943,0
193,120000000
752595,0
745260,0
480572,87465
426814,0
14623,28283637
13019,0
9544,18902015
508003,1243177
750140,0
10598,0
189204,0
19794,1895782
752603,0
20421,11657385
46420,0
8649,0
3078,4500000
1884,0
566872,0
1725,43656822
26602,19693891
14577,0
9585,0
246080,1171559
12499,35598376
9786,0
116613,6294161
37924,0
407447,3267486
14460,11000000
746042,0
436994,0
733006,0
17336,32474120
390056,944370
19593,0
565276,0
17915,15
82679,11417362
22590,17180393
221731,0
10712,29027914
458534,0
284514,0
22292,0
15647,10013424
1165,123384128
452187,10968212
570,0
12281,603943
404,6203044
451945,7632420
309924,234417
53172,204940
385372,0
29437,0
2007,7286388
324562,0
34996,0
752088,0
664498,0
5923,20000000
3133,0
11632,16123851
504561,0
170759,0
537190,0
324308,494506
50212,0
9411,25232289
2370,6000000
34769,44462
20178,295750
43931,19829957
13490,43650785
584130,0
752656,0
752654,0
752652,0
752651,0
752646,0
752635,0
586101,0
13275,17496992
363483,0
13704,0
9745,0
473072,0
574151,0
752644,0
15069,0
472226,0
336804,250000
21724,32
48686,0
25983,0
11113,72661442
2900,19598588
5729,7940
720018,0
290,6153939
745920,0
745919,0
347847,0
212716,7847000
26953,0
745249,0
10223,16316273
752640,0
752637,0
752609,0
752607,0
589739,0
479017,0
13279,27640028
14258,0
9781,4217115
71861,0
38753,25603
26860,0
508953,0
9956,0
5683,40940662
609760,0
284689,1822250
605874,0
408508,21626
69230,0
24001,0
674845,0
330947,1710528
250349,14348529
469722,0
4912,33013805
354743,0
57361,0
306943,0
70695,55125
19400,1337274
18555,258263
12766,0
416051,0
44018,0
39013,13831503
9989,18195610
734246,0
20604,0
13528,0
11018,18707466
437667,0
174733,4463059
300542,0
28794,0
13930,0
121674,258656
458506,0
425888,0
13320,0
9102,5781885
136911,0
42012,108154
15263,0
409617,0
33107,177182
17711,35134820
16411,7096000
496276,0
17202,55184721
543412,0
284294,166775
480210,0
11482,0
46368,0
72972,0
43967,0
41556,123820
10442,11585483
15019,9576495
21174,0
17403,0
10772,17277
9746,5684789
10064,4165675
574,10250000
44754,46495
11545,17096053
11286,72179579
361537,0
57586,30857747
2928,119718203
535,92921203
12165,0
18220,0
17965,0
34746,1702394
7979,73276047
2000,0
31642,5
22172,0
14384,0
5471,92076
276902,0
10247,0
1420,0
113082,0
226979,0
101179,0
31995,0
9796,0
16219,900000
583029,0
9839,0
1627,0
24556,0
434771,0
675233,0
253235,25312387
159014,5892466
561458,0
16340,103
9917,21353303
12780,14681661
34723,24103594
600354,0
215828,0
77365,0
638707,0
457308,0
157841,9494789
14208,0
153738,0
45279,0
253406,0
1407,0
179934,0
7006,0
57825,0
10668,0
200481,0
9430,28451622
6478,0
651,81600000
750101,0
432789,0
1550,0
347849,0
39345,0
16072,12923936
10743,23014206
8427,51386477
390512,0
12311,4460000
394684,1598584
90125,0
54532,0
25196,47405566
498162,0
39037,0
5780,13000000
595558,0
6399,0
309,0
72477,957240
23128,1162422
19084,31179516
573042,0
38212,0
23518,0
9675,109502303
31170,0
24913,0
100683,0
324807,7545758
8222,1710057
17110,0
25752,0
16167,66456
9876,70611210
434080,0
421443,0
507,418961
613368,0
543727,0
178408,0
7500,0
262551,20258904
18500,0
7872,0
490263,0
9051,74865517
26936,0
14028,0
13127,0
515409,0
172386,0
589745,0
305932,0
14736,27728118
37903,0
531736,0
492157,0
79113,0
737793,0
302528,1986615
279690,0
7091,725131
256561,0
14853,0
54597,0
19123,0
1678,2250000
438259,0
185567,0
34559,0
27130,0
10837,18115724
9909,179519401
737778,0
535280,0
111083,0
388440,0
16028,0
421620,0
419566,0
50780,970816
10680,22955097
332340,3000000
24589,0
2610,11588205
41244,0
36401,0
332976,0
198287,1770376
10851,6700000
70338,0
7942,33000000
1713,32482682
653,0
466281,0
47760,163265
14696,0
11522,40471663
520145,0
14342,6100000
369894,798214
70954,176669
11065,16017403
511815,0
44154,0
14551,0
502426,0
4254,0
359305,0
68557,0
11657,0
9448,27007143
1712,35000000
426238,486
512199,0
343934,0
16555,31609243
11975,45916769
10687,0
9923,22944502
85414,0
2144,0
1997,62172050
743090,0
1630,20300385
649,0
80920,1189612
552660,0
450487,76916
121831,0
335209,0
16407,0
655504,0
589367,0
439152,0
14223,285000
38540,0
521934,0
515333,0
201066,0
9929,0
7216,0
67326,0
15775,3000000
10333,74787599
2124,19726050
517096,0
39227,0
13595,0
10618,30399676
613055,0
5544,3193
4515,63215872
649523,0
529245,0
431572,0
411999,0
54320,0
45682,0
19186,0
108726,0
10364,24911670
41215,265318
4954,28735315
352547,0
1721,0
20815,0
16187,0
12616,2642983
34469,0
18671,0
475928,0
83965,0
105528,120680
4499,0
67203,0
548544,0
49953,71594792
57230,0
38843,27293743
215211,26576000
10384,14828081
356057,0
82424,0
